siblings,height07,height16,height33,gwage33,momed,daded,Ht16Noisy
5,47.992119,65.747993,70.472443,6.1237841,11.5,9.5,69.405914
3,47.992119,67.3228,68.110237,5.1999998,9.5,9.5,69.132004
4,50.984219,,69.291336,10.909091,11.5,10.5,
3,49.999981,,74.015747,7.4666667,9.5,9.5,
3,49.015743,66.141708,67.322838,20.571428,15,15,61.573635
3,49.999981,,68.110237,12,,9.5,
,47.992119,68.897636,70.078743,12.727273,,,73.316139
4,52.992115,70.472443,73.228348,6.3513513,11.5,10.5,71.715393
6,,68.897636,70.078743,13.799999,10.5,11.5,66.686745
5,50.984219,70.472443,72.440948,16.5,10.5,17,69.527435
5,,72.44091,74.015747,5.2340426,10.5,,68.656395
4,44.999985,64.566902,66.535431,10.810811,,,64.276337
,49.015743,,68.897636,6.3157897,,,
3,44.999985,66.535416,67.322838,12.147568,17,17,65.950386
2,47.007847,69.291313,70.866142,13.2,,,66.676193
4,49.015743,68.503929,70.472443,10,10.5,9.5,67.253853
2,49.015743,66.535416,68.897636,10.216216,9.5,12.5,65.549492
3,52.007839,69.68502,72.047241,8.333333,12.5,13.5,70.364372
2,52.007839,72.047241,74.409447,7.7333331,10.5,10.5,73.295174
2,50.984219,69.68502,72.440948,6,9.5,9.5,73.77829
5,49.015743,69.291313,70.866142,5.1578946,10.5,9.5,72.69767
2,50.984219,70.866112,72.834648,8,,,68.306419
,,,69.685036,8.5,,,
4,50.984219,66.141708,72.047241,9.7222223,9.5,9.5,67.694481
5,49.015743,70.472443,71.259842,7.0512819,12.5,11.5,73.000931
3,47.992119,,70.472443,7.1999998,10.5,10.5,
3,47.992119,69.291313,70.078743,14.496,9.5,9.5,65.326263
4,47.992119,66.929123,66.929131,6.5555553,9.5,9.5,62.042019
,,71.259819,72.440948,13.378378,,,71.782593
2,49.015743,,72.440948,8,,,
4,44.999985,63.779522,68.897636,5.5263157,9.5,9.5,64.427895
4,45.984222,60.629921,67.322838,13.714286,10.5,10.5,60.798786
3,47.992119,69.68502,72.047241,14.4,10.5,9.5,73.586395
4,47.007847,,68.110237,20,,,
5,47.992119,66.535416,70.472443,10.75,,,67.485733
3,49.015743,70.866112,72.047241,11.52,13.5,13.5,68.474426
5,52.007839,71.259819,72.047241,5.4927273,10.5,19,76.03904
5,49.999981,68.503929,70.472443,9.0810814,11.5,11.5,69.493378
4,49.999981,67.716507,68.503937,6,10.5,9.5,64.429909
4,50.984219,66.929123,70.472443,19.736841,,,69.327621
4,49.999981,72.047241,75.196854,8.3819447,10.5,11.5,67.073624
7,50.984219,,73.228348,12.888889,,,
4,49.999981,71.259819,72.047241,8.3999996,9.5,9.5,73.976715
6,47.992119,68.503929,68.503937,14.358109,9.5,13.5,69.793869
6,47.992119,67.716507,68.897636,7.6758971,9.5,13.5,69.51342
4,49.015743,,70.078743,4.0500002,,,
2,49.999981,68.897636,69.291336,6.7777777,9.5,9.5,72.743126
3,49.015743,,68.110237,10.8,9.5,9.5,
9,49.015743,68.897636,69.685036,4,9.5,10.5,66.75589
3,,70.472443,73.228348,10.105263,,,72.777573
3,49.999981,69.68502,71.653542,5.4634147,10.5,9.5,74.295197
3,47.992119,64.566902,68.897636,5.2307692,11.5,9.5,62.991688
3,49.999981,71.259819,72.834648,8.666667,10.5,11.5,71.073662
5,47.007847,67.716507,69.685036,6.4285712,10.5,10.5,63.70966
7,47.992119,68.897636,70.472443,8.1081085,10.5,9.5,66.651009
3,49.999981,,71.653542,10.2,11.5,9.5,
7,,,70.078743,6.3965216,,,
,47.992119,68.503929,69.685036,8,,,63.535797
2,49.999981,70.472443,74.015747,9.5238094,10.5,10.5,71.440102
3,,68.503929,71.653542,10.5,12.5,12.5,68.607803
2,,69.291313,72.440948,13.5,10.5,10.5,68.176651
3,45.984222,67.3228,70.078743,9.9093332,10.5,10.5,69.841942
7,49.015743,69.291313,70.866142,7.5,10.5,9.5,69.227745
7,49.999981,70.866112,72.047241,7.1774192,10.5,,70.853683
3,47.992119,68.110222,70.472443,10.812973,11.5,9.5,73.067764
,,65.747993,67.716537,5.4054055,9.5,9.5,66.247292
,47.992119,,72.047241,6.0270271,,,
3,47.992119,68.897636,70.472443,6.5789475,9.5,9.5,71.226715
3,44.999985,64.566902,66.929131,8.4864864,10.5,8.5,60.919662
4,49.015743,67.3228,71.259842,8,10.5,9.5,62.471443
4,50.984219,72.047241,73.228348,6.7948718,9.5,9.5,70.022026
5,44.999985,63.385815,65.748032,5.5128207,9.5,9.5,61.115467
3,47.007847,64.173195,70.472443,8,12.5,12.5,65.228226
3,47.007847,63.779522,68.110237,4,9.5,9.5,68.268661
3,,63.779522,66.141731,8.4210529,,,67.568588
4,47.992119,,74.409447,4.4736843,10.5,11.5,
5,49.015743,68.503929,68.897636,4.8214288,10.5,9.5,63.979038
3,50.984219,71.653534,72.047241,9,10.5,10.5,69.466202
3,45.984222,,64.566933,7.552,10.5,9.5,
3,49.999981,,71.653542,24.727272,,,
,50.984219,,75.590553,12.5,,,
2,49.999981,,71.653542,6.086154,9.5,9.5,
6,49.999981,,70.472443,7.6246152,,,
2,47.992119,,66.141731,7.2631578,,,
5,47.007847,66.929123,68.503937,6.8493152,9.5,9.5,71.610191
5,47.007847,63.779522,65.748032,10.476191,10.5,10.5,64.372818
5,52.992115,74.015717,75.984253,16,19,19,74.643295
4,49.999981,,67.716537,4.0625,9.5,10.5,
3,47.992119,67.3228,70.866142,5.8333335,9.5,9.5,62.411335
4,50.984219,,73.228348,4.5404167,9.5,9.5,
3,47.992119,68.503929,69.291336,14.666667,9.5,9.5,64.902557
4,45.984222,63.779522,70.078743,3.5897436,10.5,9.5,64.583923
5,49.015743,67.3228,68.897636,6,10.5,9.5,72.219124
8,47.992119,66.929123,72.047241,4.2111111,10.5,9.5,62.174492
,44.999985,63.779522,66.535431,2.5714285,9.5,9.5,62.4417
3,47.007847,63.385815,67.716537,3.8333333,10.5,11.5,66.987587
6,49.015743,68.897636,70.078743,13.513514,9.5,10.5,64.957077
,49.015743,,66.141731,9.5,,,
4,,65.354324,65.748032,12.371134,,,68.487946
4,49.999981,68.897636,70.472443,5.1396923,11.5,9.5,69.438522
4,47.992119,66.535416,66.929131,8,10.5,10.5,62.156509
5,47.992119,68.110222,69.291336,6.9230771,9.5,9.5,66.500725
4,47.992119,66.141708,67.716537,4.7894735,10.5,9.5,66.487541
4,45.984222,,70.866142,4,10.5,10.5,
,49.015743,69.68502,70.472443,6.5384617,10.5,9.5,71.498993
8,52.992115,,73.622047,7.7333331,,,
4,45.984222,62.20472,70.078743,8.6400003,10.5,19,59.613209
3,47.992119,,67.716537,3.6666667,,,
,,,67.716537,7.8782053,,,
,52.992115,,69.685036,4.9749999,,,
5,49.015743,69.68502,69.685036,16.31579,10.5,10.5,67.365562
4,45.984222,,66.141731,4.8888888,,,
4,49.015743,70.472443,70.472443,5,9.5,9.5,65.722664
4,47.992119,66.929123,68.503937,6.8600001,,,70.97274
4,50.984219,71.653534,73.228348,7.4418607,12.5,10.5,72.198868
3,47.992119,64.960617,70.472443,9.7777777,9.5,10.5,59.984287
5,47.992119,,68.897636,8.3999996,11.5,9.5,
3,49.015743,67.716507,68.897636,8,10.5,9.5,70.977074
3,52.007839,70.866112,74.409447,11.547429,10.5,12.5,74.595314
3,49.015743,70.078728,74.409447,9.6894445,10.5,9.5,72.528809
3,47.992119,65.747993,67.716537,4.6153846,11.5,9.5,64.332039
4,47.992119,65.354324,68.897636,4.4000001,10.5,9.5,60.835453
5,50.984219,68.503929,71.653542,4.7142859,,,69.845795
4,45.984222,64.566902,65.354332,17.142857,9.5,9.5,62.205299
4,44.999985,65.354324,67.322838,7.0769229,9.5,9.5,63.248703
3,45.984222,61.811012,67.322838,4.6904764,10.5,9.5,57.69492
5,49.999981,,70.866142,4,9.5,9.5,
5,47.992119,64.173195,66.929131,6.9333334,10.5,11.5,67.768181
5,52.007839,74.409424,76.377953,7.3296003,13.5,19,76.006363
3,49.015743,68.110222,69.291336,6.6700001,9.5,9.5,69.503998
3,47.992119,,71.259842,20,10.5,9.5,
3,45.984222,58.2677,68.503937,3.2564104,9.5,9.5,62.556259
6,47.992119,68.110222,69.291336,3.9583333,10.5,10.5,71.886482
3,47.007847,66.141708,67.322838,9.066,9.5,9.5,71.03035
3,52.007839,70.866112,72.047241,6.1224489,10.5,9.5,72.801918
4,47.992119,64.960617,66.141731,10,11.5,10.5,61.712429
3,47.992119,67.3228,69.685036,10.5,15,9.5,67.647133
2,47.992119,68.110222,69.291336,5,9.5,9.5,68.493744
3,47.007847,67.716507,67.716537,9.130435,9.5,9.5,71.902016
3,44.015713,62.20472,63.385826,8.1081085,9.5,9.5,59.980595
,49.015743,65.354324,68.897636,8.8000002,12.5,11.5,64.569946
4,47.992119,,70.866142,6.1621623,9.5,9.5,
3,45.984222,,68.503937,12,,,
6,44.999985,65.747993,69.685036,2.8599999,10.5,9.5,66.952385
4,49.015743,69.291313,72.047241,13.191489,9.5,9.5,67.069412
4,49.999981,68.897636,71.653542,4.7027025,19,19,69.539772
5,49.015743,,69.685036,13.888889,,,
3,47.992119,52.755875,72.834648,.54857147,,,49.158257
,45.984222,,65.748032,4.3076925,,,
,45.984222,59.448792,68.503937,7.1428571,10.5,10.5,64.377266
3,49.015743,69.68502,70.078743,11.351352,11.5,11.5,74.316132
6,47.007847,,69.291336,4.75,,,
4,47.992119,,65.748032,5.3684211,,,
5,45.984222,64.960617,65.354332,5.2199998,10.5,9.5,63.562572
4,50.984219,69.291313,70.866142,9.4736843,9.5,11.5,69.588768
,45.984222,,66.929131,11.918919,9.5,9.5,
3,52.992115,72.834625,74.015747,10,12.5,,72.99498
3,47.992119,66.535416,67.716537,5.909091,11.5,9.5,61.601276
5,47.007847,,70.078743,7.2750001,10.5,9.5,
5,,,63.385826,5.5,,,
5,52.007839,74.803131,74.803146,10.133333,9.5,11.5,76.96283
11,50.984219,70.472443,72.047241,11.538462,9.5,9.5,66.727486
6,49.015743,66.535416,66.929131,7.2272725,10.5,9.5,62.384418
7,,,74.803146,6.5454545,11.5,9.5,
5,47.007847,62.992104,67.716537,10.08,,,67.04837
,,64.173195,66.929131,13.5,,,59.703606
,,,66.141731,10.666667,11.5,17,
,47.007847,,66.929131,5.1351352,9.5,11.5,
,47.992119,68.897636,69.291336,5.8000002,9.5,9.5,70.285423
,,70.472443,71.653542,8.4499998,,,71.374367
3,49.999981,70.472443,70.866142,7.1428571,10.5,11.5,69.471771
4,47.992119,73.62204,73.622047,6.4000001,10.5,9.5,70.330116
4,47.007847,,69.291336,5.4363637,,,
3,,64.960617,66.141731,8.3999996,11.5,15,60.512501
3,52.007839,70.078728,71.653542,8.8000002,12.5,11.5,73.55233
5,,66.929123,70.078743,15.263158,10.5,11.5,61.972382
4,49.999981,69.68502,71.653542,9,10.5,10.5,66.03434
3,52.007839,70.866112,72.440948,28.571428,10.5,10.5,70.255692
3,,,72.440948,9.4588575,,,
3,50.984219,68.110222,69.291336,11.064285,10.5,10.5,72.427994
2,52.007839,,68.503937,8.1428576,,,
3,47.992119,,71.259842,4.5957446,8.5,9.5,
4,45.984222,,70.078743,11.636364,,,
3,52.007839,72.834625,74.803146,6.8000002,10.5,12.5,74.044914
8,47.992119,68.897636,71.259842,8.0769234,9.5,9.5,69.956444
5,,68.110222,72.834648,4,10.5,11.5,70.270874
3,49.015743,66.929123,67.716537,8.5,,,64.576202
,52.007839,,75.590553,6.6666665,,,
6,44.999985,65.354324,66.141731,9.7297297,11.5,9.5,66.150681
3,49.999981,,73.622047,6.6666665,,,
4,49.999981,,68.897636,7.6216216,10.5,9.5,
,47.007847,62.598392,70.078743,6,11.5,11.5,59.482906
4,,,66.535431,4.8974357,,,
4,47.007847,68.110222,68.110237,11.107693,19,19,72.809715
5,49.015743,66.929123,69.291336,48,10.5,10.5,71.512054
3,,,68.897636,6,,,
3,47.992119,66.929123,68.897636,4.0999999,9.5,11.5,67.715546
4,44.999985,,67.322838,13.714286,,,
2,47.992119,68.503929,71.653542,7.5675673,11.5,9.5,63.609688
3,47.007847,,68.897636,4.3589745,,,
3,45.984222,63.779522,66.141731,11.027027,9.5,10.5,59.917416
,49.015743,,66.929131,18.227272,,,
5,49.015743,68.110222,70.078743,8.8888893,9.5,9.5,65.017685
3,47.007847,66.535416,68.897636,4.1025643,9.5,9.5,70.708336
,45.984222,,66.141731,4.0229883,10.5,10.5,
3,47.007847,65.354324,66.141731,5.2083335,,,60.437016
4,44.999985,61.417301,63.779526,8,,,63.625118
4,45.984222,68.110222,69.685036,4,10.5,9.5,68.760612
4,47.992119,66.535416,71.653542,6.0869565,9.5,10.5,65.756088
3,50.984219,68.503929,70.078743,4.7619047,11.5,10.5,70.446419
5,49.015743,70.472443,72.440948,6.25,9.5,9.5,69.510986
5,49.999981,67.3228,72.834648,5.5,9.5,9.5,63.654526
7,49.999981,70.472443,71.259842,9.130435,11.5,10.5,70.104019
,50.984219,72.834625,74.409447,10.666667,9.5,11.5,74.121109
4,54.999973,,72.834648,9,,,
4,47.992119,,71.653542,4.4749999,,,
6,49.015743,68.897636,71.653542,4.4307694,9.5,11.5,71.696747
3,52.992115,73.62204,74.015747,14.4,9.5,9.5,75.483894
6,47.992119,70.078728,73.228348,9.333333,12.5,11.5,72.782738
5,49.015743,,71.653542,4.7399998,,,
6,44.999985,,66.929131,7.818182,10.5,10.5,
,,,70.472443,8.5714283,,,
4,47.992119,,69.291336,4.0975609,,,
3,50.984219,,69.685036,10,,,
3,,,69.685036,11.52,,,
,49.015743,61.023594,66.141731,9.3450003,11.5,9.5,60.264572
3,50.984219,70.472443,72.834648,5.3333335,9.5,12.5,72.576775
3,57.007874,,72.047241,12,,,
2,,,69.291336,5.2941175,,,
6,,,69.291336,4,9.5,9.5,
4,,73.62204,75.590553,6.7210808,10.5,10.5,75.74028
5,,69.291313,74.015747,10.057143,,,67.624046
3,49.999981,,70.866142,8.8000002,9.5,9.5,
3,44.999985,61.811012,69.291336,4.5192308,10.5,10.5,58.733318
3,47.992119,64.960617,71.259842,8.363636,9.5,9.5,62.339916
2,52.007839,,69.291336,8.5714283,,,
6,47.992119,68.110222,68.110237,4,10.5,10.5,69.654793
4,49.015743,66.929123,69.685036,7.7448649,11.5,9.5,65.098808
2,49.015743,,70.866142,7.5555553,,,
4,47.992119,62.992104,67.322838,12.222222,,,65.575722
3,47.992119,67.3228,72.834648,22.380953,,,64.495209
3,,68.897636,70.866142,10.436129,10.5,9.5,67.455063
5,,72.44091,75.196854,7.8000002,11.5,11.5,73.905373
3,52.992115,,74.803146,4.4444447,,,
5,50.984219,67.3228,69.291336,10,9.5,9.5,66.074577
3,49.999981,67.3228,70.472443,7.8571429,10.5,9.5,66.962051
3,52.992115,69.291313,70.078743,15.217391,9.5,6,70.570816
3,49.999981,,73.622047,21.777779,,,
3,49.015743,68.897636,70.078743,9.2307692,,,64.249084
4,45.984222,65.354324,67.322838,6.0714288,9.5,9.5,68.668816
2,47.992119,72.047241,72.834648,10.256411,9.5,9.5,73.57341
4,49.015743,65.354324,68.503937,12,11.5,17,61.034542
4,52.007839,,70.866142,11.707317,,,
2,44.999985,,65.748032,5.3333335,,,
,45.984222,64.960617,71.259842,3.2368422,,,61.43449
5,47.007847,65.354324,68.503937,7,17,15,61.475449
4,44.999985,,64.566933,5.7692308,,,
5,49.015743,66.929123,72.047241,7.0769229,9.5,9.5,64.273376
3,,66.929123,68.110237,7.0212765,10.5,9.5,69.21376
2,49.999981,,70.866142,8.742857,,,
5,47.992119,,67.716537,9.165,10.5,10.5,
5,49.999981,68.110222,68.503937,10.75,11.5,9.5,70.276505
6,49.999981,71.259819,74.015747,4.7906976,13.5,9.5,66.5093
4,47.007847,66.535416,67.716537,13.714286,10.5,10.5,62.62912
3,50.984219,72.047241,74.409447,4.7619047,12.5,11.5,70.300949
3,44.999985,,65.748032,7.311111,9.5,9.5,
3,44.999985,,67.716537,7.4015999,9.5,9.5,
4,47.007847,64.173195,69.291336,34.857143,10.5,9.5,67.614487
3,52.007839,70.472443,70.866142,19.200001,9.5,9.5,67.09594
6,,,70.472443,8.2777777,9.5,9.5,
6,47.992119,68.110222,70.472443,7.7777777,9.5,9.5,63.849888
4,,68.897636,69.685036,7.75,10.5,9.5,66.912743
3,52.007839,,72.047241,13.333333,9.5,9.5,
,,68.503929,70.866142,30.76923,11.5,12.5,65.640442
5,,65.354324,67.322838,8.5333338,9.5,9.5,61.177296
4,49.999981,,71.259842,10.08,,,
3,,69.68502,71.653542,9.0285711,,,70.863976
3,52.007839,65.354324,66.929131,25.710001,8.5,9.5,60.750259
2,49.015743,66.929123,67.716537,7.1428571,11.5,10.5,62.555428
3,45.984222,60.629921,71.653542,11.75,9.5,9.5,60.317085
3,49.999981,68.503929,70.866142,13.891556,9.5,9.5,72.647163
3,49.999981,66.929123,69.685036,13.333333,12.5,9.5,68.589813
4,47.007847,66.929123,70.472443,15.135135,,,67.953331
4,47.007847,66.929123,68.897636,7.1111112,9.5,9.5,68.652176
6,49.015743,66.929123,68.110237,6.8000002,9.5,9.5,63.058735
3,,66.929123,68.897636,17.948717,10.5,9.5,70.290596
4,50.984219,70.078728,74.015747,8,9.5,9.5,71.084122
5,47.007847,64.960617,68.897636,9.6000004,9.5,9.5,69.930527
6,47.992119,,67.716537,8.6486483,,,
3,49.999981,70.078728,72.834648,7.7777777,9.5,9.5,73.674011
4,,68.110222,70.078743,7.0805554,17,19,71.163055
3,,70.078728,71.653542,10,9.5,9.5,72.916931
4,49.999981,68.897636,72.047241,14.074074,13.5,12.5,68.778702
4,44.999985,62.992104,63.779526,4.704,12.5,13.5,60.115467
5,49.015743,,70.078743,14.893617,10.5,10.5,
8,,66.535416,66.929131,4.3541665,,,67.181953
3,47.992119,67.3228,68.503937,14.736842,10.5,9.5,63.950375
5,50.984219,69.291313,71.259842,7.1111112,9.5,10.5,74.003944
4,47.992119,,68.897636,6.9729729,12.5,12.5,
4,45.984222,66.141708,69.685036,15,9.5,11.5,69.801689
4,47.992119,,69.685036,6.1016951,,,
4,49.999981,66.929123,70.472443,16.4,10.5,10.5,65.462616
,,,69.291336,5.7777777,,,
4,49.015743,66.929123,67.716537,9.0810814,9.5,9.5,67.53019
,,,69.685036,12.218182,,,
3,,66.929123,68.503937,14,13.5,19,66.167244
6,,64.566902,68.897636,12.777778,11.5,8.5,69.1063
3,47.992119,,70.472443,100.2,,,
3,44.999985,64.960617,67.716537,11.5,9.5,11.5,67.634041
4,49.015743,67.3228,68.897636,10.4,,,65.267723
1,,,70.078743,3.0166667,,,
2,,67.3228,68.110237,5.3000002,9.5,9.5,66.717178
5,49.015743,61.811012,74.015747,4.7619047,11.5,9.5,61.16539
3,49.999981,70.472443,71.259842,21.333334,9.5,19,71.189926
3,44.999985,,64.173225,9.6000004,,,
4,,,68.503937,4.1599998,,,
8,,,68.503937,7.8545456,9.5,19,
5,44.015713,,64.173225,10,,,
4,47.992119,67.3228,69.685036,9.8369999,10.5,12.5,65.702271
3,49.999981,68.503929,70.472443,8,10.5,9.5,67.471664
5,47.992119,67.3228,68.503937,8.0281687,10.5,9.5,62.404114
3,47.992119,66.929123,72.047241,7.7386665,9.5,12.5,65.306511
3,44.015713,64.960617,65.354332,37.5,11.5,10.5,66.537109
6,,,68.110237,6.1333332,9.5,9.5,
5,49.015743,69.291313,71.653542,2.4000001,9.5,9.5,68.973175
,,,70.078743,12,,,
3,52.007839,66.929123,70.472443,8.3999996,10.5,9.5,64.743469
6,,68.110222,69.291336,10.08,9.5,9.5,71.840935
3,49.999981,70.866112,73.622047,9.8400002,13.5,11.5,71.122719
4,47.007847,,68.110237,13.894737,10.5,11.5,
2,50.984219,66.929123,67.322838,10,9.5,9.5,71.70549
4,47.992119,66.929123,70.078743,9.1199999,10.5,9.5,62.261066
4,,68.897636,68.897636,11.052631,11.5,19,70.170311
,,68.110222,71.259842,4.8000002,9.5,9.5,69.659019
7,49.015743,66.141708,68.503937,9.9210529,10.5,10.5,68.867126
5,47.007847,66.141708,66.141731,8.7894735,,,66.347389
3,50.984219,,72.047241,8.8000002,,,
,47.007847,,70.472443,6.75,,,
10,47.007847,63.779522,66.929131,8,10.5,9.5,60.876404
3,47.992119,,70.078743,15.157895,,,
6,50.984219,69.291313,71.653542,7.1375999,,,69.944984
3,,67.716507,70.472443,7,9.5,,64.02317
5,50.984219,70.866112,74.409447,11.111111,13.5,11.5,66.521263
,54.015739,74.015717,74.803146,4.4444447,13.5,11.5,78.913605
,47.992119,68.897636,70.866142,4,,,68.723442
3,52.992115,,74.803146,9.4594593,,,
3,,65.747993,68.110237,6.3333335,,,62.440926
3,49.999981,67.3228,69.685036,8.75,9.5,11.5,71.923203
5,47.992119,68.897636,71.653542,7.7837839,12.5,12.5,66.221718
,,,71.259842,10,,,
3,49.015743,65.747993,70.866142,7.8333335,17,19,64.421043
2,44.999985,63.779522,67.716537,3.8108108,9.5,9.5,68.740448
5,49.015743,,67.716537,11.875,11.5,13.5,
4,47.992119,68.897636,70.078743,5.4987502,,,65.799187
5,45.984222,64.960617,66.929131,12,11.5,11.5,62.236626
3,44.999985,62.992104,66.535431,7.8000002,10.5,11.5,66.675697
,52.007839,68.110222,72.440948,84.538376,17,12.5,65.075081
2,,,68.110237,7.5,,,
10,,,70.078743,6.8571429,,,
3,50.984219,72.834625,76.377953,14.634147,12.5,9.5,68.232826
4,52.992115,74.803131,75.984253,20,19,19,74.339966
5,,70.078728,71.653542,13.142858,10.5,11.5,68.527061
3,49.015743,68.110222,68.897636,8.4631577,12.5,13.5,64.942993
3,49.015743,68.110222,71.653542,4.7307692,10.5,9.5,66.035187
,,71.653534,74.409447,6.8888888,9.5,8.5,69.511604
3,50.984219,,70.078743,6,,,
,47.992119,,68.110237,6.5714288,,,
3,52.007839,,68.110237,8.9616661,,,
8,,,67.716537,11,9.5,9.5,
3,50.984219,70.078728,70.078743,11.904762,9.5,9.5,66.903755
,44.015713,,63.779526,5.5,,,
3,52.007839,70.078728,74.015747,14.117647,,,72.907486
3,,66.929123,68.110237,6.3333335,10.5,10.5,65.26458
5,49.015743,,68.503937,11.636364,9.5,11.5,
,50.984219,66.141708,67.322838,10.6,13.5,11.5,69.211273
3,47.992119,67.3228,69.685036,7.1428571,10.5,10.5,70.990761
4,49.999981,67.3228,68.503937,7.5500002,11.5,13.5,69.993408
3,47.992119,68.503929,69.685036,7.4285712,9.5,9.5,67.115051
3,49.015743,,68.897636,3.3846154,,,
4,49.015743,,71.259842,7.5555553,,,
3,50.984219,70.866112,71.653542,12,10.5,17,71.560539
4,47.992119,,67.716537,12.324325,,,
5,52.007839,68.897636,69.685036,6.0897436,10.5,11.5,68.808434
6,47.992119,,68.503937,6.3333335,,,
4,49.999981,65.747993,67.322838,4.875,,,61.685665
4,49.999981,66.535416,67.716537,13.5984,12.5,9.5,70.67643
3,,66.535416,68.110237,7.0270271,6,6,63.782448
3,,70.472443,70.472443,12,9.5,9.5,70.816399
,47.007847,64.960617,66.929131,5.1111112,10.5,10.5,64.337303
5,44.015713,57.873989,65.354332,8.2545452,9.5,9.5,59.173298
4,47.007847,66.535416,69.291336,17.142857,10.5,9.5,62.211182
3,47.007847,66.141708,67.716537,3.2162163,9.5,9.5,61.929855
3,47.992119,66.141708,67.322838,8,11.5,9.5,66.601585
8,44.999985,64.960617,67.716537,10.2,9.5,9.5,68.920982
1,,66.141708,69.685036,7.8947368,9.5,9.5,70.783318
3,47.992119,67.3228,68.110237,19.200001,,,71.344673
3,52.007839,73.228333,74.015747,5.125,9.5,8.5,75.896973
3,54.015739,72.44091,74.803146,13.888889,9.5,9.5,68.274696
3,49.999981,65.354324,66.141731,11.052631,9.5,9.5,62.422802
2,49.015743,,70.866142,9.6000004,,,
4,50.984219,67.716507,68.503937,6.6486487,9.5,9.5,63.362793
5,45.984222,62.20472,63.385826,10.800556,10.5,12.5,58.049652
5,50.984219,,72.047241,9.166667,13.5,13.5,
6,52.007839,69.68502,73.622047,10.526316,9.5,11.5,68.26329
6,48.81889,68.897636,72.047241,8,10.5,13.5,72.096519
2,,69.291313,71.259842,8.5714283,10.5,9.5,66.235298
4,,66.141708,68.897636,5,,,66.187042
,,62.20472,62.992126,11.111111,10.5,10.5,60.276752
4,49.015743,68.897636,69.685036,6.9387755,9.5,9.5,68.484451
2,49.999981,70.866112,72.047241,25.454546,9.5,9.5,69.915939
6,49.015743,67.716507,68.897636,4.9250002,10.5,10.5,67.790337
4,47.007847,66.929123,68.503937,10.454545,10.5,10.5,64.063705
3,47.007847,66.141708,66.141731,5.8333335,10.5,9.5,69.886467
4,,,70.078743,6.4000001,9.5,9.5,
,47.992119,,67.322838,25,9.5,9.5,
3,,67.716507,68.110237,9.0450001,9.5,9.5,68.195625
3,,,67.716537,6.4102564,,,
5,,72.047241,75.590553,9.6000004,9.5,12.5,68.435562
5,49.999981,68.897636,72.047241,11.368421,11.5,11.5,65.836418
4,47.007847,66.929123,68.503937,6.9533334,9.5,9.5,66.731079
3,47.992119,65.747993,70.866142,7.7142859,9.5,9.5,63.619656
5,47.007847,64.173195,66.141731,8.666667,,,67.36158
,,72.047241,72.047241,12.820513,,,70.267334
3,47.007847,,67.716537,12,,,
3,47.992119,65.354324,72.834648,6.295814,9.5,9.5,68.397087
3,52.007839,72.44091,74.015747,13.72093,9.5,11.5,69.414726
4,50.984219,72.834625,74.015747,1.74,,,69.155289
5,49.015743,67.3228,70.078743,8.2142859,11.5,11.5,70.914619
3,44.999985,,70.078743,5.4054055,9.5,9.5,
4,,,72.047241,10,,,
6,47.007847,70.078728,71.259842,10.378378,9.5,8.5,71.847816
1,,,66.141731,7.647059,,,
3,47.992119,66.929123,68.897636,15.466666,9.5,9.5,69.001709
4,49.999981,67.716507,71.259842,12.888889,10.5,10.5,66.682594
4,,66.929123,68.897636,3.8,6,6,67.700592
4,49.015743,66.535416,66.535431,9.304348,10.5,9.5,65.638992
3,54.999973,,73.228348,12.5,,,
7,,64.960617,70.078743,6.7857141,,,61.195824
4,47.992119,63.779522,67.716537,7.609756,10.5,8.5,65.453026
8,49.999981,71.653534,73.622047,6.8666668,10.5,9.5,75.347153
